seed,width,num_facts,prototype_acc,knn1_acc,mean_radius,mean_nearest_other,separation_ratio,mean_margin,median_margin,p5_margin,min_margin,runtime_sec
202,64,20,0.95,0.95,12.207220888137817,14.758746480941772,1.209017728449002,2.551525592803955,2.078244686126709,0.01727018356323245,-0.4232206344604492,0.02437758445739746
42,128,20,0.95,0.95,27.553707695007326,32.83654956817627,1.1917288925224714,5.2828418731689455,4.398683547973633,0.32900638580322283,-1.9841651916503906,0.04193568229675293
101,128,20,0.95,0.95,26.115966033935546,31.632592487335206,1.2112357794507351,5.516626453399658,4.911725997924805,1.5970717430114751,-4.250751495361328,0.01689434051513672
202,128,20,1.0,1.0,25.930952167510988,32.23992509841919,1.2432989300863297,6.308972930908203,5.818965911865234,2.2075969696044924,2.182758331298828,0.03902411460876465
42,256,20,0.95,0.95,52.8204044342041,64.27076358795166,1.2167790887675414,11.45035915374756,9.348506927490234,3.664102935791016,-0.9362564086914062,0.027492523193359375
101,256,20,0.95,0.95,51.28889102935791,63.931142807006836,1.2464910336616082,12.642251777648926,11.100177764892578,4.1471302032470705,-3.651325225830078,0.04916691780090332
202,256,20,1.0,1.0,52.25894603729248,64.81216773986816,1.240211918572094,12.553221702575684,10.467140197753906,5.939185523986817,4.339195251464844,0.03430461883544922
42,32,50,0.58,0.58,6.848940896987915,7.165943202972412,1.0462848636438171,0.3170023059844971,0.3308696746826172,-1.3309459209442138,-1.7901544570922852,0.18970680236816406
101,32,50,0.6,0.6,6.841037530899047,7.223524656295776,1.055910687978254,0.3824871253967285,0.2832798957824707,-1.3782308578491211,-2.1704564094543457,0.14350581169128418
202,32,50,0.54,0.54,6.650975198745727,6.959349708557129,1.0463653058585909,0.30837450981140135,0.13841509819030762,-1.2765082836151123,-1.9492874145507812,0.11680769920349121
42,64,50,0.7,0.7,14.425324096679688,15.452897987365724,1.0712340237964022,1.0275738906860352,0.6738471984863281,-2.3805569648742675,-3.2994260787963867,0.1163935661315918
101,64,50,0.84,0.84,13.45607858657837,15.22079626083374,1.1311465039082118,1.7647176742553712,1.375669002532959,-0.5622007369995117,-1.8088340759277344,0.10000228881835938
202,64,50,0.84,0.84,12.505320949554443,14.045948028564453,1.1231977231126502,1.5406270790100098,1.4371438026428223,-0.9037986755371092,-2.078197479248047,0.09986543655395508
42,128,50,0.86,0.86,27.942473258972168,31.554979820251464,1.129283707870294,3.612506561279297,3.1110076904296875,-1.402905750274658,-3.3223400115966797,0.13318252563476562
101,128,50,0.92,0.92,26.178809776306153,30.265258407592775,1.156097571075374,4.086448631286621,3.121976852416992,-0.7167778968811035,-4.250751495361328,0.13348770141601562
202,128,50,0.9,0.9,25.981773834228516,30.02938007354736,1.1557863698447195,4.047606239318847,3.760117530822754,-1.1772977828979492,-2.9888381958007812,0.16096091270446777
42,256,50,0.92,0.92,52.8124885559082,61.4060831451416,1.1627189858419356,8.593594589233398,8.07815933227539,-1.0119762420654297,-2.525829315185547,0.13976383209228516
101,256,50,0.96,0.96,51.78765365600586,60.944022750854494,1.1768060229934496,9.156369094848634,8.002157211303711,1.1369657516479492,-3.651325225830078,0.14696407318115234
202,256,50,0.94,0.94,52.00960166931152,61.29235076904297,1.1784814493863727,9.282749099731445,7.622762680053711,-0.1833559036254882,-2.8321990966796875,0.1499791145324707
42,32,100,0.57,0.57,6.584174752235413,6.827580511569977,1.0369683002235386,0.2434057593345642,0.2967991828918457,-1.3589976787567137,-1.7901544570922852,0.4070446491241455
101,32,100,0.54,0.54,6.7600103378295895,6.924118995666504,1.024276390033871,0.16410865783691406,0.12742352485656738,-1.3726490020751954,-2.1704564094543457,0.4143502712249756
202,32,100,0.45,0.45,6.408535587787628,6.340559635162354,0.9893929023896284,-0.06797595262527466,-0.37493133544921875,-2.032924675941467,-2.851433277130127,0.4116649627685547
42,64,100,0.62,0.62,14.008816409111024,14.81874327659607,1.0578155094087842,0.8099268674850464,0.7779908180236816,-2.489600944519043,-3.2994260787963867,0.37368202209472656
101,64,100,0.79,0.79,13.44603268623352,14.826503858566284,1.1026675446594338,1.3804711723327636,1.0289134979248047,-0.9772843837738037,-1.8088340759277344,0.3424685001373291
202,64,100,0.67,0.67,12.179693613052368,13.17209485054016,1.081479982846981,0.992401237487793,0.6663374900817871,-1.6964196681976318,-3.0078487396240234,0.31641173362731934
42,128,100,0.77,0.77,27.425476818084718,30.460062255859373,1.1106484108479429,3.034585437774658,3.112950325012207,-1.9990675926208497,-4.786800384521484,0.42516398429870605
101,128,100,0.9,0.9,25.961147899627687,29.43982566833496,1.1339955294279267,3.4786777687072754,2.4093170166015625,-1.2501226425170897,-4.250751495361328,0.4912698268890381
202,128,100,0.87,0.87,25.44395362854004,28.582315006256103,1.1233440923647329,3.1383613777160644,2.5302352905273438,-1.4666262626647948,-3.4208641052246094,0.41976022720336914
42,256,100,0.9,0.9,52.23716056823731,59.53820693969727,1.1397672898113393,7.301046371459961,6.731233596801758,-0.7632774353027344,-3.6669769287109375,0.4632382392883301
101,256,100,0.96,0.96,51.10626392364502,58.752838897705075,1.1496210909486195,7.646574974060059,6.801374435424805,0.9372426986694337,-3.651325225830078,0.4333329200744629
202,256,100,0.89,0.89,51.00274654388428,58.07803909301758,1.1387237554287055,7.075292549133301,6.040027618408203,-2.9195884704589843,-5.424221038818359,0.44843530654907227
42,32,200,0.465,0.465,6.470293630361557,6.41005634188652,0.9906901754660287,-0.06023728847503662,-0.09867668151855469,-1.9455389022827148,-2.712263584136963,1.26222562789917
101,32,200,0.41,0.41,6.719161093235016,6.561302372217178,0.976506184538151,-0.15785872101783752,-0.20692205429077148,-1.744695258140564,-3.025393486022949,0.9708857536315918
202,32,200,0.395,0.395,6.240221706628799,5.990096918344498,0.9599173219089676,-0.25012478828430174,-0.3545877933502197,-2.032924675941467,-2.851433277130127,0.9721412658691406
42,64,200,0.59,0.59,13.686281564235687,14.099295163154602,1.0301771950751335,0.4130135989189148,0.40696191787719727,-3.013089179992676,-5.057415008544922,0.9726216793060303
101,64,200,0.675,0.675,13.378069581985473,14.162876691818237,1.058663702893497,0.7848071098327637,0.5591306686401367,-1.598340892791748,-4.65340518951416,0.9996640682220459
202,64,200,0.685,0.685,11.858939530849456,12.744016151428223,1.074633706287988,0.8850766205787659,0.6896357536315918,-1.5226428985595704,-3.0078487396240234,1.0830132961273193
42,128,200,0.72,0.72,26.819823884963988,28.824789514541624,1.0747568525218434,2.0049656295776366,1.970311164855957,-3.2554373741149902,-6.353126525878906,1.1828672885894775
101,128,200,0.825,0.825,25.85318055152893,28.37372612953186,1.0974946027241868,2.5205455780029298,2.042654037475586,-1.8399958610534664,-4.444301605224609,1.2166574001312256
202,128,200,0.845,0.845,25.138561134338378,27.841048030853273,1.1075036423524,2.7024868965148925,2.4031896591186523,-1.6210215568542479,-3.4208641052246094,1.3051214218139648
42,256,200,0.86,0.86,51.41242353439331,57.253574237823486,1.1136136033032267,5.841150703430176,5.184501647949219,-2.2466541290283204,-6.546623229980469,1.226285457611084
101,256,200,0.91,0.91,50.488680839538574,56.62561195373535,1.121550632754408,6.136931114196777,5.438215255737305,-2.208216857910156,-7.958683013916016,1.1440916061401367
202,256,200,0.885,0.885,50.24385723114014,56.517709999084474,1.124868055568139,6.273852767944336,5.703052520751953,-2.679698944091797,-5.424221038818359,1.1076569557189941
42,32,400,0.465,0.465,6.387406243085861,6.284705954790115,0.9839214394346485,-0.10270028829574585,-0.10279536247253418,-1.750421667098999,-5.001891613006592,3.8680825233459473
101,32,400,0.3325,0.3325,6.828628504872322,6.465368061065674,0.9468033071332714,-0.36326044380664824,-0.4139125347137451,-2.0080986499786375,-3.4684195518493652,3.4888980388641357
202,32,400,0.365,0.365,6.197468120455742,5.860147979855538,0.9455712972620968,-0.3373201406002045,-0.36836671829223633,-2.0479763031005858,-3.435971260070801,3.5167665481567383
42,64,400,0.5825,0.5825,13.624195702075959,13.988450527191162,1.0267358765840644,0.36425482511520385,0.3317995071411133,-2.6577963829040527,-5.057415008544922,3.7325050830841064
101,64,400,0.62,0.62,13.398450772762299,13.93599375486374,1.040119785549611,0.5375429821014405,0.40764331817626953,-1.6602302074432371,-4.65340518951416,3.549452066421509
202,64,400,0.6575,0.6575,11.823197128772735,12.567616686820983,1.0629626267168475,0.7444195580482483,0.6317138671875,-1.505637502670288,-3.1779632568359375,3.9857981204986572
42,128,400,0.74,0.74,26.656917536258696,28.57049760341644,1.0717854963476945,1.9135800671577454,1.7382068634033203,-2.9975549697875974,-6.353126525878906,4.374514818191528
101,128,400,0.8175,0.8175,25.74461443901062,27.966750116348265,1.0863145832592978,2.2221356773376466,2.015204429626465,-1.8166653633117675,-4.644649505615234,4.253710985183716
202,128,400,0.835,0.835,24.91353909492493,27.439353737831116,1.101383212648695,2.525814642906189,2.271540641784668,-1.5935299873352051,-4.688642501831055,3.779365301132202
42,256,400,0.87,0.87,51.00195795536041,56.69002631187439,1.1115264702264414,5.688068356513977,5.1869964599609375,-2.6959835052490235,-8.80562973022461,3.965467691421509
101,256,400,0.9075,0.9075,50.218819313049316,56.00598834991455,1.1152390499194602,5.787169036865234,5.37249755859375,-1.909699440002441,-9.873321533203125,3.8476250171661377
202,256,400,0.885,0.885,49.912104482650754,55.97747754096985,1.121521084113217,6.065373058319092,5.703052520751953,-2.135661506652832,-7.9474639892578125,3.8796424865722656
42,32,800,0.39375,0.39375,6.31311643064022,6.09054532289505,0.9647446518945246,-0.22257110774517058,-0.20087718963623047,-1.7523568868637085,-5.001891613006592,14.176455974578857
101,32,800,0.31375,0.31375,6.814940249025821,6.34343711078167,0.9308133115885081,-0.4715031382441521,-0.5650012493133545,-2.02136834859848,-3.4684195518493652,13.530334711074829
202,32,800,0.33625,0.33625,6.150968435406685,5.627574573457241,0.9149087047682232,-0.5233938619494438,-0.49865221977233887,-2.4367089748382567,-4.468710899353027,14.309969425201416
42,64,800,0.51125,0.51125,13.558035315871239,13.617744573950768,1.0044039749598226,0.05970925807952881,0.06046152114868164,-2.8084639072418214,-6.578441619873047,15.880632400512695
101,64,800,0.52125,0.52125,13.347312664985656,13.53594822049141,1.0141328483192933,0.18863555550575256,0.07527637481689453,-2.3865658760070803,-5.162858963012695,14.228457927703857
202,64,800,0.5525,0.5525,11.797398506999016,12.148094273209573,1.0297265329898988,0.35069576621055604,0.24204611778259277,-2.1802068710327145,-4.510764122009277,14.178327083587646
42,128,800,0.68625,0.68625,26.5061640894413,28.033494200706482,1.0576216949210457,1.5273301112651825,1.3076372146606445,-3.2528578758239743,-9.583621978759766,14.511934041976929
101,128,800,0.7125,0.7125,25.751943707466125,27.443615489006042,1.0656910324944733,1.691671781539917,1.3508758544921875,-2.6180392265319825,-6.778484344482422,14.528172969818115
202,128,800,0.75,0.75,24.797975070476532,26.742320826053618,1.0784074400940853,1.9443457555770873,1.694890022277832,-2.3939165115356444,-5.99351692199707,14.461734533309937
42,256,800,0.7925,0.7925,50.89429284334183,55.42534201145172,1.0890286298144796,4.531049168109893,3.9433650970458984,-3.669279098510742,-15.519668579101562,15.044774770736694
101,256,800,0.83125,0.83125,50.14121195316315,54.88384904384613,1.0945856092223543,4.742637090682983,4.035064697265625,-3.8935537338256836,-13.56612777709961,16.127891540527344
202,256,800,0.79625,0.79625,49.72329856872559,54.615996026992796,1.098398489000498,4.892697458267212,4.327875137329102,-3.457997703552246,-12.807239532470703,14.611894607543945
42,512,5,1.0,1.0,99.53919982910156,147.31814575195312,1.4800013059185029,47.77894592285156,50.240699768066406,19.71710662841797,17.787734985351562,0.026455163955688477
101,512,5,1.0,1.0,100.0516128540039,147.6963653564453,1.4762017435661232,47.64474868774414,47.6009521484375,19.677108764648438,14.389251708984375,0.0
202,512,5,1.0,1.0,101.6261978149414,152.2681121826172,1.4983155469902574,50.641937255859375,54.289886474609375,20.439529418945312,19.43824005126953,0.0015070438385009766
42,512,10,1.0,1.0,107.46414947509766,136.15274047851562,1.2669596431077352,28.6885986328125,23.842636108398438,10.605418777465822,6.048423767089844,0.04736924171447754
101,512,10,1.0,1.0,105.51399230957031,135.7085418701172,1.286166307299762,30.19454574584961,24.76239013671875,9.80211944580078,6.04901123046875,0.0257413387298584
202,512,10,1.0,1.0,106.56385803222656,140.44561767578125,1.3179479446035902,33.88176345825195,26.474761962890625,15.724945449829102,13.181167602539062,0.00973367691040039
42,512,20,1.0,1.0,105.88189697265625,129.57131958007812,1.2237343991041478,23.68943977355957,17.05511474609375,8.814971160888673,6.048423767089844,0.029924631118774414
101,512,20,1.0,1.0,104.39794921875,130.82955932617188,1.25318131527188,26.431594848632812,21.92230987548828,5.76328353881836,0.3344573974609375,0.026962757110595703
202,512,20,1.0,1.0,105.1169204711914,131.2015838623047,1.2481490445278087,26.084667205810547,23.212600708007812,12.03936996459961,4.8361358642578125,0.029801607131958008
42,512,50,0.96,0.96,105.36813354492188,123.82376861572266,1.175153857605165,18.45561981201172,16.43975830078125,2.0533092498779304,-0.670623779296875,0.10607337951660156
101,512,50,1.0,1.0,105.579833984375,125.4218978881836,1.1879342213671764,19.842069625854492,17.375289916992188,2.1898223876953127,0.3344573974609375,0.05832815170288086
202,512,50,0.96,0.96,105.65503692626953,125.21619415283203,1.1851417384706577,19.561161041259766,16.265960693359375,2.028635025024414,-6.2966766357421875,0.0839383602142334
42,512,100,0.97,0.97,104.14884948730469,120.46250915527344,1.156637924823077,16.31365966796875,14.820716857910156,1.1312076568603517,-2.383697509765625,0.2154097557067871
101,512,100,0.97,0.97,103.81189727783203,120.34182739257812,1.1592296310596724,16.52993392944336,14.862045288085938,1.0549118041992187,-2.0791854858398438,0.1999373435974121
202,512,100,0.92,0.92,103.86505889892578,119.77043151855469,1.153134969321835,15.905376434326172,12.7103271484375,-2.8590545654296875,-6.354255676269531,0.16163277626037598
42,512,200,0.94,0.94,102.6534194946289,115.90644836425781,1.1291046019078916,13.253030776977539,12.143646240234375,-0.6715469360351562,-8.716423034667969,0.367264986038208
101,512,200,0.94,0.94,102.18292999267578,115.7916488647461,1.1331799632454653,13.60870361328125,12.020301818847656,-0.2842105865478516,-10.648063659667969,0.3826117515563965
202,512,200,0.935,0.935,102.49790954589844,116.00056457519531,1.1317359063984915,13.502666473388672,11.45501708984375,-2.6367408752441404,-10.697998046875,0.3845844268798828
42,512,400,0.9275,0.9275,101.84490966796875,114.60303497314453,1.125270132159935,12.758127212524414,12.143646240234375,-1.918033981323241,-12.843925476074219,0.8665411472320557
101,512,400,0.935,0.935,101.49613189697266,114.53193664550781,1.1284364684014092,13.035802841186523,12.048599243164062,-0.4180641174316405,-15.761177062988281,0.9285750389099121
202,512,400,0.9225,0.9225,101.81796264648438,115.05363464355469,1.1299934868243742,13.235664367675781,11.838661193847656,-1.5597537994384734,-10.697998046875,0.9015493392944336
42,512,800,0.8475,0.8475,101.76306915283203,112.14006805419922,1.101972149393046,10.376993179321289,8.6856689453125,-5.319651412963867,-27.068313598632812,3.9223833084106445
101,512,800,0.85,0.85,101.5406723022461,112.29301452636719,1.1058919738196804,10.752346992492676,9.0555419921875,-5.014334869384765,-18.654273986816406,10.35400676727295
202,512,800,0.82875,0.82875,101.72638702392578,112.16293334960938,1.1025942886598636,10.436558723449707,8.716239929199219,-5.924273300170898,-22.164443969726562,6.674782752990723
42,32,1200,0.32416666666666666,0.32416666666666666,6.268733501434326,5.911517143249512,0.9430161822107699,-0.35721683502197266,-0.3273777961730957,-1.8576356649398802,-5.001891613006592,1.5863659381866455
101,32,1200,0.2575,0.2575,6.745063781738281,6.00248384475708,0.8899076465532093,-0.7425805926322937,-0.7763442993164062,-2.524744749069214,-4.093166351318359,1.725109338760376
202,32,1200,0.30416666666666664,0.30416666666666664,6.150399684906006,5.524160385131836,0.8981790874025887,-0.6262387633323669,-0.647089958190918,-2.4982627391815186,-4.468710899353027,1.468181848526001
42,64,1200,0.4625,0.4625,13.416037559509277,13.277698516845703,0.9896885312114824,-0.13833943009376526,-0.13352394104003906,-3.0668546676635744,-7.400478363037109,1.6375365257263184
101,64,1200,0.4525,0.4525,13.263752937316895,13.228729248046875,0.9973594427301886,-0.035025518387556076,-0.2265605926513672,-2.499010181427002,-5.162858963012695,1.6363861560821533
202,64,1200,0.5166666666666667,0.5166666666666667,11.74938678741455,11.932329177856445,1.0155703768712552,0.18294309079647064,0.049345970153808594,-2.170484209060669,-4.52878475189209,1.825692892074585
42,128,1200,0.6325,0.6325,26.39495086669922,27.4575138092041,1.0402562951326757,1.062565803527832,0.8774089813232422,-3.492515754699707,-12.395397186279297,2.0412402153015137
101,128,1200,0.655,0.655,25.679048538208008,26.87579345703125,1.0466039427658917,1.1967437267303467,0.8426322937011719,-3.559562015533447,-9.84225082397461,2.2593133449554443
202,128,1200,0.6741666666666667,0.6741666666666667,24.67779541015625,26.12755584716797,1.0587475664794428,1.449759840965271,1.1005115509033203,-2.5875754356384277,-7.869237899780273,2.6764302253723145
42,256,1200,0.7341666666666666,0.7341666666666666,50.872344970703125,54.43341827392578,1.070000179755296,3.561075448989868,3.0027694702148438,-4.1792053222656245,-18.88888931274414,5.414769649505615
101,256,1200,0.7825,0.7825,50.038822174072266,53.79471969604492,1.075059670632459,3.75589919090271,3.0363845825195312,-4.755380439758301,-15.856704711914062,4.960902214050293
202,256,1200,0.7533333333333333,0.7533333333333333,49.46204376220703,53.332603454589844,1.0782531288073804,3.870558738708496,3.185924530029297,-4.348586654663086,-18.132205963134766,4.931178569793701
42,512,1200,0.7916666666666666,0.7916666666666666,101.7374038696289,110.15628814697266,1.0827511214784349,8.418885231018066,6.894439697265625,-6.770652770996094,-40.264610290527344,62.46117067337036
101,512,1200,0.8066666666666666,0.8066666666666666,101.20108795166016,109.76200866699219,1.084593168687824,8.560912132263184,6.878692626953125,-7.343509674072266,-28.840476989746094,62.42850136756897
202,512,1200,0.7758333333333334,0.7758333333333334,101.41866302490234,109.8613510131836,1.0832459009578521,8.442697525024414,7.0318145751953125,-7.472607421875,-32.25740051269531,3.08309006690979
42,32,1600,0.274375,0.274375,6.269690990447998,5.767547607421875,0.919909387401988,-0.5021435022354126,-0.4598846435546875,-2.0339876651763915,-5.294682025909424,1.1163098812103271
101,32,1600,0.235625,0.235625,6.758293628692627,5.97018575668335,0.8833865581842735,-0.7881070971488953,-0.8297176361083984,-2.524744749069214,-4.093166351318359,0.8685743808746338
202,32,1600,0.265625,0.265625,6.115453720092773,5.405158519744873,0.8838524103530213,-0.7102950811386108,-0.732832670211792,-2.470518970489502,-4.468710899353027,0.8327090740203857
42,64,1600,0.419375,0.419375,13.381699562072754,12.994043350219727,0.9710308679577551,-0.3876554071903229,-0.32883453369140625,-3.3436651706695555,-7.69246768951416,1.0409345626831055
101,64,1600,0.405625,0.405625,13.269682884216309,13.051802635192871,0.9835805979117705,-0.21787706017494202,-0.39551258087158203,-2.7159203052520753,-6.563295364379883,1.1238899230957031
202,64,1600,0.465,0.465,11.724834442138672,11.717321395874023,0.9993592185633564,-0.007512329611927271,-0.1101369857788086,-2.3168342113494873,-5.121735572814941,1.164215087890625
42,128,1600,0.565625,0.565625,26.30352020263672,26.863359451293945,1.0212838142625589,0.5598405003547668,0.3770122528076172,-4.298645401000977,-12.395397186279297,1.4381422996520996
101,128,1600,0.6125,0.6125,25.690889358520508,26.527883529663086,1.0325794155716603,0.8369930982589722,0.5804939270019531,-4.062328052520752,-9.84225082397461,1.6873548030853271
202,128,1600,0.629375,0.629375,24.748519897460938,25.83053207397461,1.0437202778412409,1.082011342048645,0.7798995971679688,-3.1247105598449707,-8.851202011108398,1.6062567234039307
42,256,1600,0.671875,0.671875,50.80173873901367,53.43687438964844,1.0518709734258047,2.6351375579833984,2.1025161743164062,-5.04520320892334,-19.00261688232422,2.3228447437286377
101,256,1600,0.7425,0.7425,49.99128723144531,52.901123046875,1.0582068589547597,2.9098310470581055,2.254467010498047,-6.274380683898926,-20.09377670288086,2.2360422611236572
202,256,1600,0.706875,0.706875,49.552513122558594,52.671016693115234,1.0629333077863132,3.1184964179992676,2.4580230712890625,-5.2435352325439455,-18.132205963134766,2.1679799556732178
42,512,1600,0.75125,0.75125,101.64476776123047,108.4496841430664,1.066948024192958,6.804924964904785,5.07440185546875,-7.534623336791992,-40.264610290527344,3.5517115592956543
101,512,1600,0.78,0.78,101.01687622070312,108.0073013305664,1.069200566882493,6.990436553955078,5.2899932861328125,-8.641003799438476,-36.02031707763672,3.497035026550293
202,512,1600,0.7325,0.7325,101.5387954711914,108.38273620605469,1.067402224858291,6.843932628631592,5.3458251953125,-8.679156494140624,-32.25740051269531,4.018350839614868
